01DB METRAVIB|700258
NEXPA SYSTEM|A00627
NEXPRING CO LTD|34CC28
NEXQL CORPORATION|001224
NEXSAN TECHNOLOGIES LTD|000402
NEXSI CORPORATION|000403
NEXT GENERATION INTEGRATION LIMITED NGI|64D02D
NEXT GENERATION SYSTEMS INC|0008F0
NEXT INC|00000F
NEXT LEVEL COMMUNICATIONS|0090DB
NEXT LEVEL SECURITY SYSTEMS INC|68FCB3
NEXT NETS CORPORATION|00D0F7
NEXTBIT COMPUTING PVT LTD|BC2846
NEXTCELL INC|00B0DB
NEXTCOM K K|0040B4
NEXTCOMM INC|0001A5
NEXTEK INC|002591
NEXTEK SOLUTIONS PTE LTD|F0F08F
NEXTERM INC|00185E
NEXTEST COMMUNICATIONS PRODUCTS INC|0060F6
NEXTEYE CO LTD|00076A
NEXTGEN BUSINESS SOLUTIONS INC|000644
NEXTGEN VENTURI LTD|001C81
NEXTGENTEL HOLDING ASA|0011D3
NEXTGIG|0008E9
NEXTGTV|001D13
NEXTIO INC|001FAF
NEXTLAP GMBH|60BA18
NEXTLINK CO LTD|000CC5
NEXTNAV LLC|28BA18
NEXTNET WIRELESS INC|0003D7
NEXTONE COMMUNICATIONS INC|00D0EA
NEXTORAGE CORPORATION|7CEF40
NEXTVISION SISTEMAS DIGITAIS DE TELEVIS O LTDA|001DEE
NEXTWAVE SEMICONDUCTOR|002418
NEXTWILL|347ECA
NEXUS ELECTRONICS|008030
NEXUS ID SOLUTIONS AB|A4D9A4
NEXUS TECHNOLOGIES|000FAA
NEXWARE CORP|00E0DC
NEXXT SOLUTIONS|C02567
NF CORPORATION|0014CE
NFORE TECHNOLOGY CO LTD|50C3A2
NFORE TECHNOLOGY INC|001753A40450
NGD SYSTEMS INC|F07485
NGES DENRO SYSTEMS|001270
NGN EASY SATFINDER TIANJIN ELECTRONIC CO LTD|44C56F
NHC COMMUNICATIONS|00A0E5
NHN ENTERTAINMENT|BC8AA3
NHNETWORKS|1C6EE6
NIA HOME TECHNOLOGIES CORP|000661
NIAGARA VIDEO CORPORATION|0C5F35
NIC BR NUCLEO DE INFORMACAO E COORDENACAO DO PONTO BR|5CE0F6
NICE SYSTEMS|0002D6
NICE SYSTEMS LTD|00C0DA
NICETECHVISION|000B98
NICETY TECHNOLOGIES INC NTS|000F5F
NICEVT|0015D5
NICEWAY CNC TECHNOLOGY CO LTD HUNAN PROVINCE|F455E0
NICIRA NETWORKS|002320
NICOLET INSTRUMENTS CORP|000047
NICOLET NEURO|645FFF
NICON SYSTEMS PTY LIMITED|00036E
NICOTRA SISTEMI S P A|00308A
NIDEC COPAL CORPORATION|00238F
NIDEC SANKYO CORPORATION|0018AD
NIDEK CO LTD|000BF7
NIETZSCHE ENTERPRISE CO LTD|442938
NIFTY|00199E
NIGHT OWL SP|542B57
NIHON COMPUTER CO LTD|00088E
NIHON DATA SYSTENS INC|0019A0
NIHON DENGYO KOUSAKU|68234B
NIHON KOHDEN AMERICA|00A09A
NIHON MECHATRONICS CO LTD|000E41
NIHON MEDIA TOOL INC|00903A
NIHON UNISYS LIMITED CO|0060A2
NIIC TECHNOLOGY CO LTD|2440AE
NIIGATA DEVELOMENT CENTER F I T CO LTD|000AD0
NIIGATA POWER SYSTEMS CO LTD|3C6A7D
NIIGATA SEIMITSU CO LTD|000E46
NIKE INC|9CA134
NIKKISO CO LTD|CC7B61
NIKKO DENKI TSUSHIN CORPORATION NDTC|001DE8
NIKO NV|00112A
NIKO SERVODAN|10B9F7
NIKON CORPORATION|0090B53CBEE1
NILAN A S|AC3CB4
NILE GLOBAL INC|24724A
NILES AUDIO CORPORATION|001351
NILFISK A S|908060
NIMAX TELECOM CO LTD|A01C05
NIMBLE MICROSYSTEMS INC|00309D
NIMBLE STORAGE|6C9CE9
NIMBUS 9 INC|A86405
NIMBUS DATA INC|6C40C6
NIMBUS INC|806459
NINELANES|000D4D
NINETILES NETWORKS LTD|0090A8
NINGBO ANDY OPTOELECTRONIC CO LTD|0026D6
NINGBO BIRD CO LTD|0016D9
NINGBO DELI KEBEI TECHNOLOGY CO LTD|54068B
NINGBO DOOYA MECHANIC ELECTRONIC TECHNOLOGY CO LTD|BC88C3
NINGBO FORFAN TECHNOLOGY CO LTD|C08135
NINGBO FREEWINGS TECHNOLOGIES CO LTD|A0E9DBA47758
NINGBO GLOBAL USEFUL ELECTRIC CO LTD|28061E
NINGBO JOYSON PREH CAR CONNECT CO LTD|BC9325
NINGBO SANHE DIGITAL CO LTD|1414E6
NINGBO SANXING MEDICAL ELECTRIC CO LTD|98C3D2
NINGBO SUNVOT TECHNOLOGY CO LTD|947806
NINGBO YIDONG ELECTRONIC CO LTD|00178F
NINTENDO CO LTD|0009BF0016560017AB00191D0019FD001AE9001B7A001BEA001CBE001DBC001E35001EA9001F32001FC50021470021BD00224C0022AA0022D70023310023CC00241E0024440024F30025A00026590027090403D6182A7B1C4586200BCF28CF512C10C1342FBD34AF2C40D28A40F40748317748A5E750236D582F4058B03E58BDA35C0CE65C521E606BFF64B5C6702C097048F770F08874846974F9CA7820A578A2A07CBB8A80D2E58C56C58CCDE89458CB98415C98B6E998E8FA9CE635A438CCA45C27A4C0E1B87826B88AECB8AE6EBC9EBBBCCE25CC5B31CC9E00CCFB65D05509D4F057D86BF7DC68EBE00C7FE0E751E0F6B5E84ECEE8A0CDE8DA20ECC40D
NIO CO LTD|F0F69C
NIOBRARA R D CORPORATION|0020BD
NIPPON ANTENNA CO LTD|000369
NIPPON AVIONICS CO LTD|00C006
NIPPON CONLUX CO LTD|002279
NIPPON DEMPA CO LTD|000C11
NIPPON DENKI KAGAKU CO LTD|642184
NIPPON DENSO INDUSTRY CO LTD|000FFB
NIPPON DENTSU CO LTD|000DBB
NIPPON ELECTRIC INSTRUMENT INC|000BEC
NIPPON ELECTRO SENSORY DEVICES|D8160A
NIPPON KOEI POWER SYSTEMS CO LTD|0008CF
NIPPON PRINTER ENGINEERING|D41AC8
NIPPON SEIKI EUROPE B V|4C7A48
NIPPON SIGNAL CO LTD|009028
NIPPON STEEL CORPORATION|00806E
NIPPON TELEGRAPH TELEPHONE|0000D9
NIPPON UNISOFT CORPORATION|00605F
NIPRO DIAGNOSTICS INC|9C3583
NIR OR ISRAEL LTD|0006B6
NIRIT XINWEI TELECOM TECHNOLOGY CO LTD|0445A1
NISCA CORPORATION|000F13
NISHI NIPPON ELECTRIC WIRE CABLE CO LTD|000987
NISHIMU ELECTRONICS INDUSTRIES CO LTD|009001
NISHIYAMA INDUSTRY CO LTD|70AF25
NISSEI ELECTRIC CO LTD|003047
NISSHIN ELECTRIC CO LTD|00A04A
NISSHO DENKI CO LTD|00266E
NISSIN ELECTRIC CO LTD|008049
NISSIN INC|000D38
NIT LAB|001274
NITGEN CO LTD|000BF6
NITS TECHNOLOGY INC|001550
NITTAN COMPANY LIMITED|001615
NITTO TSUSHINKI CO LTD|0010D2
NIVETTI SYSTEMS PVT LTD|0026F7
NIVIS LLC|0022FF
NIVUS GMBH|001629
NIW SOLUTIONS|001FCB
NIXDORF COMPUTER CORP|00E6D302E6D3
NIXVUE SYSTEMS PTE LTD|000C06
NIZHNY NOVGOROD FACTORY NAMED AFTER M FRUNZE FSUE NZIF|001B50
NJ SYSTEM CO LTD|A072E4
NJK TECHNO CO|00609A
NKE CORPORATION|000C9F
NKT ELEKTRONIK A S|00A082
NL MINISTRY OF DEFENSE|A041A7
NL TECHNOLOGIES|545EBD
NL TECHNOLOGY|001426
NMR CORPORATION|9C5B96
NMS COMMUNICATIONS|002022
NO NDA INC|24DA11
NO WIRES NEEDED BV|001091
NOAX TECHNOLOGIES AG|0C2026
NOBELL COMMUNICATIONS INC|000316
NOBLEX SA|C4DA26
NOCCELA OY|143F27
NOCSYS|4818FA
NODE RUNNER INC|000267
NOHMI BOSAI LTD|002426
NOJA POWER SWITCHGEAR PTY LTD|E0A198
NOKIA|00312600D0F60425F004A52604C24108474C0C354F0C54B91005E1107BCE10982610E878140F42143E60147BAC1814AE185345185B0018C30018E2151C2A8B1CEA1B205E9720DE1E20E09C20F44F24212430FE3134AA9938521A405582407C7D409B2140A53B48F7F148F8E14CC94F50406150523B50A0A450E0EF5C76D55C83825CE7A068AB096C0D346CAEE370252678034F7834867C41A27C853084262B84699184DBFC8C0C878C7A008C83DF8C90D38CF773903AA090C11994ABFE94B81994E98C98B0399C54679CE0419CF155A47B2CA492CBA4E31BA4FF95A82316A824B8A89AD7AC8FF8B0700DB0754DBC1541BC52B4BC6B4DBC8D0EC014B8C4084AC8727ECC66B2CC874ACCDEDED44D77D4E33FD89AC1DCA120DCB082E42B79E44164E48184E886CFE89363E89F39E8F375F06C73F0B11DF81308F85C4DF8BAE6FC1CA1FC2FAA
NOKIA BELL N V|00198F
NOKIA CORPORATION|00152A00192D00BD3A045A9504A82A0CC66A0CDDEF10F9EE14360514C12618145620D6072847AA28D1AF2C5A052CCC152CD2E730385534C80338192F3C189F3C25D73C363D3CC2433CF72A407A8048DCFB4C25784C7F62502D1D5444085479755C57C86C9B026CA7806CE907708D09782EEF78923E78CA0480501B8844F690CF15940070942053943AF09C4A7B9CCAD9A04E04A071A9A0F419A47760A481EEA4E731A84481A87B39A8E018AC81F3AC932FB0358DB05CE5BCC6DBC064C6C83D97C8979FC8D10BC8DF7CCC89FDD0DB32D45D42D49398D4C1FCD4CBAFD82A7ED87533DC3EF8DC9FA4DCC793DCF110E0A670E4EC10E8150EE8CBA1EC9B5BECF35BF48E09F4F5A5F85F2AFC923BFCE557
NOKIA DANMARK A S|0002EE000EED00119F0012620013700013FD0014A70015A00015DE00164E0016BC00174B0017B000180F00184200188D0018C500194F0019790019B7001A16001A89001ADC001B33001BAF001BEE001C35001C9A001CD4001CD6001D3B001D6E001D98001DE9001DFD001E3A001E3B001EA3001EA4001F00001F01001F5C001F5D001FDE001FDF0021080021090021AA0021AB0021FC0021FE0022650022660022FC0022FD0023B400240300240400247C00247D0025470025480025CF0025D00026680026690026CC1886AC347E399C1874A87E33C038F9
NOKIA MULTIMEDIA TERMINALS|0010B3
NOKIA NET PRODUCT OPERATIONS|000BE1
NOKIA SHANGHAI BELL CO LTD|0847D0089C861047383023644C2113549F0664DBF7781735783EA188B3629075BC98865DAC606FB81904CCED21DCD9AEE01FEDF82229
NOKIA SIEMENS NETWORKS GMBH CO KG|000FBB004043
NOKIA SOLUTIONS AND NETWORKS GMBH CO KG|0077E4089BB90C7C282078522874F534CE6938A06740E1E448EC5B54FA96608FA460A8FE6CF71278F9B480AB4DA0C98BAC8FA9B4636FC04121D8EFCDDC8D8AE01F2BF89B6E
NOKIA WIRELESS BUSINESS COMMUN|00E003
NOKOTA COMMUNICATIONS LLC|00149B
NOLAN SYSTEMS|001571
NOLANGROUP S P A CON SOCIO UNICO|C88B47
NOMADIX INC|0050E8
NOME OY|0463E0
NOMUS COMM SYSTEMS|002285
NONIN MEDICAL INC|001C05
NOOLIX CO LTD|002696
NOON TECHNOLOGY CO LTD|6CBFB5
NORAND CORPORATION|00C0B2
NORBIT ITS|103711
NORCONTROL A S|00C00B
NORCOTT|0022B8
NORDIAG ASA|002708
NORDIC ID OY|0021AD
NORDIC SEMICONDUCTOR ASA|F4CE36
NORDWESTDEUTSCHE Z HLERREVISION|0025F3
NOREGON SYSTEMS INC|4C1480
NORFOLK ELEKTRONIK AG|742D0A
NORITZ CORPORATION|000A4D
NORMA|78D3ED
NORMEREL SYSTEMES|000011
NORPHONIC AS|1045BE
NORSCAN INSTRUMENTS LTD|000348
NORSK DATA A S|080026
NORTEC|7C822D
NORTECH INTERNATIONAL|0014E9
NORTEK AS|8C6878
NORTEL|0090CF
NORTEL NETWORKS|00007500018100025F00034200034B0004380004DC000997000CF7000CF8000E40000E62000EC0000F06000F6A000FCD0010450011580011F900128300130A00136500140D00140E0014C700154000159B0015E80016600016CA0017650017D10018B00019690019E1001A8F001B25001BBA001C17001C9C001CEB001D42001DAF001E1F001E7E001ECA001F0A001F46001F9A001FDA0020D80021620021E100226700230D00240000244300247F0024B500603840B2C85CE28668784C80177D98D88CA4218AE02636E8056D
NORTEL NETWORKS BROADBAND ACCESS|00908E
NORTH ATLANTIC INDUSTRIES|0016C6
NORTH HILLS ISRAEL|00405E
NORTH NODE AB|00072E
NORTHDATA CO LTD|000871
NORTHERN DATA AG|587DB6
NORTHERN DIGITAL INC|0005AC
NORTHERN TELECOM NETWORK|00201B
NORTHOVER SOLUTIONS LIMITED|000F49
NORTHROP GRUMMAN SYSTEMS CORP|00198A
NORTHSTAR BATTERY COMPANY LLC|701DC4
NORTHSTAR ENGINEERING LTD|000534
NORTHSTAR SYSTEMS CORP|0021DD
NORTHWEST DIGITAL SYSTEMS INC|0080E4
NORTHWEST SIGNAL SUPPLY INC|002595
NORTHWEST TOWERS|0036BE
NOT FOR RADIO LLC|F462D0
NOT LIMITED INC|009080
NOTEBOOK DEVELOPMENT LAB LENOVO JAPAN LTD|00061B
NOTHING TECHNOLOGY LIMITED|2CBEEB
NOVA ELECTRONICS INC|94C6EB
NOVA ELECTRONICS SHANGHAI CO LTD|C8028F
NOVABASE SGPS SA|00070B
NOVACOMM LTDA|001C70
NOVACOMM TECHNOLOGIES INC|5CB6CC
NOVAKON CO LTD|4C1A95
NOVALINK TECHNOLOGIES INC|006082
NOVAMEDIA INNOVISION SP Z O O|04FF51
NOVANET LEARNING INC|005010
NOVAPAL LTD|000AFE
NOVAR GMBH|6C7039
NOVARTIS PHARMA AG|088466
NOVASONICS|0007A9
NOVASPARKS|EC8009
NOVATEC CORPORATION|0008AF
NOVATEC KOMMUNIKATIONSTECHNIK GMBH|8058C5
NOVATECH PROCESS SOLUTIONS LLC|00909D
NOVATECHNOLOGY INC|000858
NOVATEK MICROELECTRONICS CORP|38EC11
NOVATEL INC|0021660060D6
NOVATEL WIRELESS SOLUTIONS INC|0015FF18EE862880A2E08614
NOVATIUM SOLUTIONS P LTD|001661
NOVATRON CO LTD|0017B8
NOVELL INC|00001B0000D8
NOVELLCO DE MEXICO|0080C5
NOVELSAT|EC3BF0
NOVERA OPTICS KOREA INC|00198B
NOVI SECURITY|4CB76D
NOVIGA|8059FD
NOVITA|0022B5
NOVITEC CO LTD|2C75CB
NOVO NORDISK A S|001465
NOVOMATIC AG|0012DF
NOVRA TECHNOLOGIES INC|000676
NOVTEK TEST SYSTEMS|00D09F
NOVUS NETWORKS LTD|00809A
NOVUS PRODUTOS ELETRONICOS LTDA|0026A4
NOVUS SECURITY SP Z O O|001B9D
NOXUS BEIJING TECHNOLOGY CO LTD|988E4A
NPCORE INC|001894
NPO RPS LLC|D040BE
NPP ELIKS AMERICA INC DBA T M ATLANTIC|BC8B55
NR ELECTRIC CO LTD|2C60CDB44CC2
NRG SYSTEMS INC|B0E50E
NS TECH ELECTRONICS SDN BHD|0050E1
NSC COMMUNICATIONS SIBERIA LTD|54A54B
NSD CORPORATION|E88E60
NSE AG|3CEAFB
NSFOCUS INFORMATION TECHNOLOGY CO LTD|64557F
NSGATE|001D77
NSI CORPORATION|0010E4
NSM TECHNOLOGY LTD|000576
NSOLUTION CO LTD|981082
NSS SP Z O O|38C4E8
NSSLGLOBAL TECHNOLOGIES AS|00200E
NST AUDIO LTD|DC962C
NST CO LTD|000FC430525A
NSTOR TECHNOLOGIES INC|000BB5
NSTREAMS TECHNOLOGIES INC|D45297
NT MICROSYSTEMS INC|00171C
NT WARE SYSTEMPRG GMBH|743256
NTC METROTEK|0021CE
NTI AG LINMOT|001A4E
NTI CO LTD|7C6BF7
NTI COMODO INC|0024C0
NTMORE CO LTD|4095BD
NTN TECHNICAL SERVICE CORPORATION|64E204
NTP ELEKTRONIK A S|0060DB
NTT ADVANCED TECHNOLOGY CORPORATION|00158F
NTT COMMUNICATIONS CORPORATION|34EF8B
NTT DATA COMM SYSTEMS CORP|004013
NTT INNOVATION INSTITUTE INC|481063
NTT IT CO LTD|00A044
NTTPC COMMUNICATIONS INC|00135D
NUANCE DOCUMENT IMAGING|000824
NUARK CO LTD|000515
NUBIA TECHNOLOGY CO LTD|DCF090
NUCOM|E0735F
NUCOM HK LTD|78D99F
NUCOM SYSTEMS INC|00A0AE
NUCOMM INC|00222B
NUCSAFE INC|001C21
NUDIAN ELECTRON CO LTD|000988
NUERA COMMUNICATIONS INC|001078
NUETEQ TECHNOLOGY INC|002410
NUHEARA LTD|D8197A
NUKI HOME SOLUTIONS GMBH|54D272
NULEDS INC|B0435D
NUM AG|001F03
NUMA TECHNOLOGY INC|0013AF
NUMATA CORPORATION|0018E9
NUMATICS INC|001524
NUMERA INC|B85810
NUMESA INC|000E4D
NUOXC|688975
NUPON COMPUTING CORP|00C07F
NUREVA INC|E0E7BB
NURI TELECOM CO LTD|000B12
NUSOFT CORPORATION|74BFB7
NUTANIX|506B8DB47947E01995
NUUO INC|7CF429
NUVERA FUEL CELLS|001308
NUVICO|5C6984
NUVO TECHNOLOGIES LLC|0025ED
NUVOLT|443D21
NUVON INC|6465C0
NUVOTECH INC|0080D6
NUVYYO INC|5087B8
NV ADB TTV TECHNOLOGIES SA|000C97
NV MICHEL VAN DE WIELE|001A85
NVENT|00124F
NVENT SCHROFF GMBH|001849
NVERGENCE INC|000BD5
NVIDIA|00044B
NVIDIA CORPORATION|48B02D
NX SERVER ILNC|001062
NX TECHNOLOGIES|50AD92
NXP CHINA MANAGEMENT LTD|54278DB87C6F
NXP FRANCE SEMICONDUCTORS FRANCE|04CE7E
NXP INDIA PRIVATE LIMITED|C095DA
NXP SEMICONDUCTOR TIANJIN LTD|208BD148770650C1F0A8F8C9D419F6
NXP SEMICONDUCTORS|006037AC9A22E05124
NXTCONECT|F0933A
NXTPHASE T D CORP|00131F
NXTV INC|000370
NYANTEC GMBH|145BE1
NZXT CORP LTD|F8C397
O N ELECTRONIC CO LTD|00A0DC
O NEIL PRODUCT DEVELOPMENT INC|0017AC
O NET COMMUNICATIONS SHENZHEN LIMITED|347877
O RITE TECHNOLOGY CO LTD|000DD5
O SUNG TELECOM CO LTD|5C2443
O2 MICRO INC|00D051
O2MICRO INC|001297
O2ONES CO LTD|6C49C1
OA LABORATORY CO LTD|0020A0
OAK SOLUTIONS LTD|00C0E9
OAK TECHNOLOGY|000338
OAKLEY INC|A468BC
OAO IZHEVSKIY RADIOZAVOD|00B033
OASIS MEDIA SYSTEMS LLC|C8A2CE
OB TELECOM ELECTRONIC TECHNOLOGY CO LTD|0CA42A
OBARA KOREA|DC6373
OBELUX OY|087572
OBIHAI TECHNOLOGY INC|9CADEF
OBJECTIVE COMMUNICATIONS INC|001031
OBJECTIVE INTERFACE SYSTEMS INC|002344
OBJENIOUS|7CA97D
OBJETIVOS Y SERVICIO DE VALOR A ADIDO|68F956
OBJETIVOS Y SERVICIOS DE VALOR A|E4C146
OBJETIVOS Y SEVICIOS DE VALOR AN ADIDO|D86194
OBR CENTRUM TECHNIKI MORSKIEJ S A|0025FD
OBSERVATOR INSTRUMENTS|0C3956
OBSERVINT TECHNOLOGIES INC|50DCD064255E
OBSIDIAN RESEARCH CORPORATION|001777
OBVIUS HOLDINGS LLC|001EC6
OBZERV TECHNOLOGIES|000F63
OC DOCUMENT TECHNOLOGIES GMBH|000DBA
OCCAM NETWORKS|000286
OCCUSPACE|04D921
OCE PRINTING SYSTEMS GMBH|002084
OCEAN BROADBAND NETWORKS|001309
OCEAN OFFICE AUTOMATION LTD|0040D8
OCEAN OPTICS INC|00198D
OCEANBLUE CLOUD TECHNOLOGY LIMITED|5CB15F
OCEANSERVER TECHNOLOGY INC|B89AED
OCOM COMMUNICATIONS INC|CC5076
OCOSMOS CO LTD|D440D0
OCP INC|002523
OCT TECHNOLOGY CO LTD|7487A9
OCTAGON SYSTEMS CORP|00200BFC956A
OCTALIX B V|0011B7
OCTASIC INC|000C90
OCTAVE COMMUNICATIONS|000A24
OCTEL COMMUNICATIONS CORP|0020FB
OCTOGATE IT SECURITY SYSTEMS GMBH|80C501
OCTONION SA|9C685B
OCTOPOD TECHNOLOGY CO LTD|3C92DC
OCTOPUS SYSTEMS LIMITED|68CA00
OCTOTHORPE CORP|00BB0102BB01
OCTTEL COMMUNICATION CO LTD|000C2A
OCULAR NETWORKS|000421
OCULUS VR LLC|2C2617
ODA TECHNOLOGIES|ACCA8E
ODVA|00216C
OEM ENGINES|0040F5
OEM WORLDWIDE|002617
OERLIKON TEXTILE GMBH CO KG|8C9246
OESOLUTIONS|00193A
OETIKER SCHWEIZ AG|948DEF
OFFICE DETAILS INC|0007B0
OFFICE FA COM CO LTD|D8337F
OHKURA ELECTRIC CO LTD|00C02A
OHLER GMBH|002019
OHM TECH LABS INC|00048E
OHM TECHNOLOGIES INTL LLC|00101C
OHSUNG|14CF8D1C3929309E1D68966A749EA598EF9B98F5A9B814DBD01B1F
OI ELECTRIC CO LTD|0010C1509F3B8835C1D84A87
OILFIND INTERNATIONAL LLC|3CA31A
OJ ELECTRONICS A S|002338
OJSC UFIMSKIY ZAVOD PROMSVYAZ|1CBBA8
OKANO ELECTRIC CO LTD|0009AE
OKI ELECTRIC INDUSTRY CO LTD|0011570025360080872CFF65
OKTOINFORM RUS|5043B9
OKUMA CORPORATION|00C02F
OL E COMMUNICATIONS INC|0030A8
OLA SENSE INC|80647A
OLENCOM ELECTRONICS|00504F
OLEUMTECH CORPORATION|70828E
OLIBRA LLC|F44E38
OLICOM A S|0050EC
OLITEC|000A78
OLIVE DOVE CO LTD|107BA4
OLIVE TELECOMMUNICATION PVT LTD|E0E8E8
OLIVETTI|001557
OLIVETTI NORTH AMERICA|000046
OLIVETTI TELECOM SPA OLTECO|00AA3C
OLIVETTI TELECOMM SPA OLTECO|02AA3C
OLYM TECH CO LTD|000DB0
OLYMPUS CORPORATION|000113
OLYMPUS IMAGE SYSTEMS INC|00C0D3
OLYMPUS SOFT IMAGING SOLUTIONS GMBH|000E31
OMEGA BAND INC|0004F7
OMEGA ELECTRONICS SA|00D0B1
OMEGA ELEKTRONIK AS|F03A55
OMEGA ENGINEERING INC|000334
OMICRON ELECTRONICS GMBH|20B7C0
OMITEC INSTRUMENTATION LTD|0004D7
OMNEALITY LTD|583CC6
OMNEX CONTROL SYSTEMS|0015EE
OMNI DIRECTIONAL CONTROL TECHNOLOGY INC|000607
OMNI FLOW COMPUTERS INC|0030CB
OMNI ID|0C1EF7
OMNI WIFI LLC|0025E4
OMNIA COMMUNICATIONS INC|0090BD
OMNIBIT INC|00B5D6
OMNIBYTE CORPORATION|004067
OMNICLUSTER TECHNOLOGIES INC|0003BD
OMNIFI INC|3CE038
OMNIKEY GMBH|00189E
OMNILUX|000932
OMNILYNC INC|C80E95
OMNIMA LIMITED|782544
OMNIPRINT INC|C44B44
OMNISEC AG|005002
OMNISENSE LLC|0016F1
OMNISENSE LTD|2817CE
OMNITRON SYSTEMS TECHNOLOGY INC|000687
OMNITRONICS PTY LTD|44E49A
OMNITRONIX INC|0010A3
OMNTEC MFG INC|ECE744
OMRON CORPORATION|3CF7D1
OMRON HEALTHCARE CO LTD|002209B0495F
OMRON TATEISI ELECTRONICS CO|00000A
OMS MOTION|001682
OMS SPOL S R O|84F493
OMX TECHNOLOGY FZE|94ABDE
ON RAMP WIRELESS INC|00250F
ON SEMICONDUCTOR|60C0BFF40046
ON SOFTWARE INTERNATIONAL LIMITED|001942
ONBNETECH|00263B
ONDA COMMUNICATION SPA|00246F
ONDA TLC GMBH|B03893
ONE|28CBEB
ONE RF TECHNOLOGY|00154F
ONE STOP SYSTEMS|000225
ONE WORLD SYSTEMS INC|00909A
ONEAC CORPORATION|002082
ONEACCESS SA|0012EF70FC8C
ONELAN LTD|00806F
ONELINE AG|0003EF
ONEPATH NETWORKS LTD|00240D
ONEPLUS ELECTRONICS SHENZHEN CO LTD|A091A2
ONEPLUS TECH SHENZHEN LTD|C0EEFB
ONEPLUS TECHNOLOGY SHENZHEN CO LTD|2CA7EF30BB7D4801C54874124C4FEE5C17CF64A2F98C64A294652D9809CFAC5FEAACD618D0497CE44122
ONFACE|74F91A
ONGCORP|000A67
ONION CORPORATION|881E59
ONITY INC|0009C2
ONKEY TECHNOLOGIES INC|000FBC
ONKYO TECHNOLOGY K K|0009B06C724A
ONLINE CORPORATION|001751
ONLINE DEVELOPMENT INC|000D80
ONLINE SECURITY PTY LTD|100D2F
ONLIVE INC|00220A
ONNET TECHNOLOGIES AND INNOVATIONS LLC|B86091
ONNTO CORP|00303C
ONPREM NETWORKS|003077
ONSET COMPUTER CORPORATION|0019F7
ONSITE SYSTEMS INC|00135C
ONSTOR INC|000734
ONTARGET TECHNOLOGIES INC|700777
ONTIME NETWORKS AS|CC5459
ONTIMETEK INC|0012AC
ONTROL A S|B01B7C
ONVOCAL INC|3829DD
ONYX HEALTHCARE INC|9031CD
ONYX WIFI INC|ECA5DE
ONZO LTD|2C7ECF
OOMA INC|001861
OOMON INC|001015
OOO INPROMEDIA|2005E8
OOO NPP EKRA|002657
OOO NPP SYSTEMOTECHNIKA NN|6C2C06
OOO PETR TELEGIN|2C7B84
OOO RUBEZH NPO|44C39B
OOO SAMLIGHT|64A232
OOO TSS|CCEB18
OOO TTV|705986
OOSIC TECHNOLOGY CO LTD|386645
OP TECTION GMBH|002402
OPAQUE SYSTEMS|001E6C
OPCOM|004035
OPELCOMM INC|000C80
OPEN GRID COMPUTING INC|00222F
OPEN INFRASTRUCTURE|902778
OPEN INTERFACE NORTH AMERICA|0014BB
OPEN M TECHNOLOGY LIMITED|581F67
OPEN MESH INC|AC8674F8D9B8
OPEN NETWORK CO LTD|000291
OPEN NETWORKING LABORATORY|A42305
OPEN NETWORKS ENGINEERING LTD|000CEF
OPEN NETWORKS PTY LTD|000127
OPEN ROAD SOLUTIONS INC|249442
OPEN SOURCE ROBOTICS FOUNDATION INC|A4F3C1
OPEN STACK INC|50F003
OPEN STANDARD DIGITAL IF INTERFACE FOR SATCOM SYSTEMS|E0DB88
OPEN SYSTEMS INTERNATIONAL|0011B6
OPEN TELECOM|000E92
OPENBRAIN TECHNOLOGIES CO LTD|00150E
OPENCON SYSTEMS INC|0050A8
OPENET INFORMATION TECHNOLOGY SHENZHEN CO LTD|000C2E
OPENGEAR INC|0013C6
OPENIB INC|001405
OPENMATICS S R O|7C9763
OPENMOKO INC|001F11
OPENPATH SECURITY INC|701AD5
OPENPATTERN|64DB18
OPENPEAK INC|80C862
OPENPRODUCTS 237 AB|1C63B7
OPENRTLS GROUP|046E02
OPENTECH INC|00058C
OPENVOX COMMUNICATION CO LTD|A09805
OPENXS BV|08FC52
OPHIR OPTRONICS LTD|001EAF
OPHIR SPIRICON LLC|000731
OPHIT CO LTD|000933
OPICOM|003029
OPMEX TECH|E8EF89
OPNET TECHNOLOGIES CO LTD|000ABE
OPPO DIGITAL INC|0022DE
OPSENS SOLUTION INC|A0415E
OPT MACHINE VISION TECH CO LTD|0002C4
OPTCOM CO LTD|C86CB6
OPTEC DAIICHI DENKO CO LTD|004039
OPTEC DISPLAYS INC|002479
OPTEK DIGITAL TECHNOLOGY COMPANY LIMITED|949F3F
OPTEON CORPORATION|0007A2
OPTEX CO LTD|001FD1
OPTEX FA CO LTD|FCF1CD
OPTHOS INC|00063E
OPTI CELL INC|000D95
OPTI INC|003007
OPTIBASE LTD|001A05
OPTICA TECHNOLOGIES INC|00160E
OPTICAL ACCESS|000490
OPTICAL ACCESS INTERNATIONAL|00E065
OPTICAL COMMUNICATIONS PRODUCTS INC|000A1D
OPTICAL INTERNETWORKING FORUM|000F40
OPTICAL NETWORK TESTING INC|0006E8
OPTICAL NETWORK VIDEO TECHNOLOGIES SHENZHEN CO LTD|207759
OPTICAL NETWORKS INC|00301F
OPTICAL SYSTEMS DESIGN|0026DC
OPTICAL ZONU CORPORATION|0008EC
